date,connection,population,actual_limit,factor,consumption,sarima_prediction,arima_prediction
2017-10-25,4214,20222,2729970,1.0313116862949454,2815449,2898756.7910904097,2884982.71421135
2017-10-26,4215,20227,2730645,1.0424709844633293,2846618,2871109.0192960836,2858048.583035038
2017-10-27,4215,20227,2730645,1.0900580822978905,2976561,2872775.8683479847,2859291.092833934
2017-10-28,4216,20232,2731320,1.1085740473294523,3027870,2892522.8457707632,2913964.6110829795
2017-10-29,4216,20232,2731320,1.0614275407618707,2899098,2932609.446095006,2952911.9222393227
2017-10-30,4217,20237,2731995,1.0913170841566922,2981472,2922885.887128736,2922669.497853837
2017-10-31,4217,20237,2731995,1.0399072153485291,2841021,2940978.773663377,2950567.2377059506
2017-11-01,4217,20237,2731995,1.0481536171956294,2863550,2907997.5134380828,2897256.8520595627
2017-11-02,4218,20242,2732670,1.1133812600512805,3042503,2901435.9100047094,2889802.494359649
2017-11-03,4218,20242,2732670,1.0582811895050674,2891933,2934823.3955687424,2959976.984929983
2017-11-04,4219,20246,2733210,1.0647815790548771,2910271,2930114.591257598,2923091.069698228
2017-11-05,4219,20246,2733210,1.0301553952990778,2815631,2917158.2324317414,2919989.9798767446
2017-11-06,4221,20256,2734560,1.0486648064359738,2867636,2896154.8104035435,2875968.290967435
2017-11-07,4221,20256,2734560,1.0595704949554312,2897459,2883698.814917998,2880505.174862035
2017-11-08,4221,20256,2734560,1.095567146853023,2995894,2893454.3629654543,2887885.2750517325
2017-11-09,4221,20256,2734560,1.0789383164670552,2950421,2913700.03007803,2933034.6250225813
2017-11-10,4222,20261,2735235,1.0601291674887932,2899702,2927373.482465656,2935355.894363668
2017-11-11,4223,20266,2735910,1.113653867930552,3046856,2919853.4847724736,2912495.8733646735
2017-11-12,4224,20270,2736450,1.046752503387351,2864385,2955633.954358344,2977275.89938964
2017-11-13,4224,20270,2736450,1.1116169424736595,3041884,2926118.778785186,2916807.0772554353
2017-11-14,4224,20270,2736450,1.0675052982700928,2921174,2960117.06860868,2977616.455347686
2017-11-15,4225,20275,2737125,1.053987165170345,2884894,2946545.734193142,2946882.7407186185
2017-11-16,4225,20275,2737125,1.0982388400775651,3006016,2937584.3095055344,2918703.85210702
2017-11-17,4225,20275,2737125,1.057265973222831,2893869,2947783.9347661,2965216.1802700087
2017-11-18,4226,20280,2737800,1.0795513197720814,2955595,2939722.521475656,2926171.869186555
2017-11-19,4227,20285,2738475,1.0607378825228928,2904804,2938223.818413586,2943984.3563573807
2017-11-20,4228,20290,2739150,1.105292876515074,3027562,2935223.5468162647,2924996.037922661
2017-11-21,4228,20290,2739150,1.0820755490283762,2963967,2952999.0671411287,2975124.252411039
2017-11-22,4230,20299,2740365,1.062333653360917,2911181,2960295.5146748796,2960394.4329614253
2017-11-23,4231,20304,2741040,1.03974220982148,2849974,2945829.006045276,2939365.3948270357
2017-11-24,4232,20309,2741715,1.05426186030231,2890485,2923521.2537753917,2904492.0181108294
2017-11-25,4232,20309,2741715,1.046952240440042,2870444,2909514.033633699,2903399.0662547313
2017-11-26,4233,20314,2742390,1.0427109762397695,2859520,2901336.3997307746,2894566.544880805
2017-11-27,4233,20314,2742390,1.0875935581194565,2982605,2889688.9528194796,2880199.455860907
2017-11-28,4233,20314,2742390,1.0526415857954163,2886753,2918273.247036859,2929908.848150749
2017-11-29,4234,20318,2742930,1.1040307789695012,3028279,2904624.6205127207,2902932.1374012697
2017-11-30,4234,20318,2742930,1.0448772272319848,2866025,2942346.034220443,2960664.073512656
2017-12-01,4234,20318,2742930,1.0379898806192,2847133,2916611.873014155,2909805.3890510434
2017-12-02,4235,20323,2743605,1.0950175402162965,3004295,2903948.581675547,2886447.6219756943
2017-12-03,4235,20323,2743605,1.093872099647149,3001152,2923647.553755115,2944195.963254329
2017-12-04,4236,20328,2744280,1.107148206209343,3038324,2949635.3495411244,2962880.4405974853
2017-12-05,4236,20328,2744280,1.0402879213995009,2854841,2971182.1378307743,2990551.722782477
2017-12-06,4237,20333,2744955,1.101348047027932,3023150,2943537.588149713,2922402.3608755106
2017-12-07,4238,20338,2745630,1.0824589871661716,2972031,2959844.0675396025,2979329.7213316956
2017-12-08,4238,20338,2745630,1.037750503642875,2849278,2964821.792423295,2966967.188062821
2017-12-09,4239,20342,2746170,1.0690618371598235,2935825,2933125.594574902,2914037.183530429
2017-12-10,4241,20352,2747520,1.1049906028025325,3035983,2938107.2925867774,2933828.050237213
2017-12-11,4241,20352,2747520,1.1172157775854974,3069572,2958646.0017407797,2976465.999401173
2017-12-12,4242,20357,2748195,1.076372405871049,2958081,2992630.8661160027,3011819.0095602786
2017-12-13,4243,20362,2748870,1.0627882158203965,2921466,2979769.142840572,2978920.4883757615
2017-12-14,4243,20362,2748870,1.0903746033347443,2997298,2967270.7939082347,2955596.6429645666
2017-12-15,4243,20362,2748870,1.038653824306301,2855124,2970148.7872903785,2979493.36203394
2017-12-16,4244,20366,2749410,1.06534052010346,2929057,2943065.7889599153,2919634.9322468424
2017-12-17,4244,20366,2749410,1.0528429511030664,2894696,2940460.627817937,2936204.7700799364
2017-12-18,4244,20366,2749410,1.1117993055798254,3056792,2928612.5538639994,2916751.6788019184
2017-12-19,4245,20371,2750085,1.0399455433686882,2859938,2959762.9836760093,2981191.575288466
2017-12-20,4245,20371,2750085,1.0635495681286238,2924851,2934064.585810262,2920357.693175011
2017-12-21,4246,20376,2750760,1.0343489582876653,2845245,2932370.236623406,2929658.3822877975
2017-12-22,4246,20376,2750760,1.0647251978626064,2928803,2909659.1488985145,2891155.0835679537
2017-12-23,4247,20381,2751435,1.0322891727869663,2840276,2912786.691543974,2915876.534118587
2017-12-24,4247,20381,2751435,1.0584166402405306,2912164,2895026.278193712,2880226.3006002842
2017-12-25,4247,20381,2751435,1.0460866912895894,2878239,2900400.8467543563,2901018.6691350234
2017-12-26,4249,20390,2752650,1.0829186090716467,2980895,2892361.332386494,2888778.8883194136
2017-12-27,4252,20405,2754675,1.1111883858144895,3060962,2916447.3159007863,2933059.5232145605
2017-12-28,4253,20410,2755350,1.053660962974482,2903204,2953334.9522431074,2982863.3430492734
2017-12-29,4253,20410,2755350,1.0774115965609186,2968646,2944512.440121433,2934716.346785381
2017-12-30,4254,20414,2755890,1.1177396160007034,3080367,2947680.530921711,2953331.638411748
2017-12-31,4254,20414,2755890,1.0755447408489929,2964082,2983597.319919969,3011197.498698957
2018-01-01,4254,20414,2755890,1.1332706502317365,3123169,2976781.8487552903,2975993.668088236
2018-01-02,4255,20419,2756565,1.1119520341738072,3065168,3018739.294713583,3045302.3950225855
2018-01-03,4255,20419,2756565,1.1601581575145543,3198051,3028735.9136966793,3042654.378746126
2018-01-04,4257,20429,2757915,1.1491380163528584,3169224,3074548.904827544,3108619.0139121385
2018-01-05,4257,20429,2757915,1.1845027539526054,3266757,3098341.831127258,3121312.625520347
2018-01-06,4257,20429,2757915,1.178982134693024,3251532,3146111.717119396,3178700.268087661
2018-01-07,4258,20434,2758590,1.1454726340619277,3159889,3169226.0532545997,3196803.949539783
2018-01-08,4258,20434,2758590,1.1659183963000046,3216290,3168603.453678456,3170000.20432117
2018-01-09,4259,20438,2759130,1.1440850678009111,3156679,3179509.702768261,3194392.2194857677
2018-01-10,4260,20443,2759805,1.163997461902688,3212406,3178768.88379377,3174291.5086649787
2018-01-11,4260,20443,2759805,1.1389189221178009,3143194,3182212.1577595295,3192873.116054015
2018-01-12,4262,20453,2761155,1.1946470391528188,3298605,3174709.5390183073,3167183.6388437403
2018-01-13,4262,20453,2761155,1.170470184471078,3231849,3204476.405582974,3229264.181800643
2018-01-14,4262,20453,2761155,1.1916813981591352,3290417,3214563.76244954,3219694.6329981126
2018-01-15,4264,20462,2762370,1.117269987105197,3086313,3232847.462265507,3247071.3324869117
2018-01-16,4265,20467,2763045,1.1907704310477556,3290152,3193013.9835758987,3170007.440242092
2018-01-17,4265,20467,2763045,1.1200938582884763,3094869,3220123.17804018,3234565.7878579767
2018-01-18,4265,20467,2763045,1.1125213266430334,3073946,3185682.0762832593,3165090.528653988
2018-01-19,4266,20472,2763720,1.1618968369738014,3211157,3156964.0154078333,3137342.235411588
2018-01-20,4266,20472,2763720,1.189369315715887,3287083,3168284.1810303563,3180011.2261695964
2018-01-21,4267,20477,2764395,1.147284802597297,3171548,3202433.581912701,3222043.692208429
2018-01-22,4267,20477,2764395,1.1885422992572292,3285600,3194806.374170492,3189402.5371575034
2018-01-23,4268,20482,2765070,1.1571416627522553,3199577,3218466.319340346,3236365.290514855
2018-01-24,4268,20482,2765070,1.1944875320850703,3302841,3210706.5782009065,3211010.282363434
2018-01-25,4268,20482,2765070,1.1319125598421202,3129817,3237054.158091426,3254320.356232105
2018-01-26,4269,20486,2765610,1.180916913053023,3265955,3206428.6933244606,3191575.4013014254
2018-01-27,4269,20486,2765610,1.176640954606637,3254129,3226607.3310615206,3238333.3531158785
2018-01-28,4271,20496,2766960,1.1550454782523067,3195964,3227026.6038837535,3237428.113412448
2018-01-29,4272,20501,2767635,1.179148874753069,3263453,3225058.1062872875,3220704.8505712748
2018-01-30,4275,20515,2769525,1.1331626758143405,3138322,3231462.4263422987,3242796.946757702
2018-01-31,4278,20530,2771550,1.1966000761997788,3316436,3208713.1663052165,3189702.660746573
2018-02-01,4279,20534,2772090,1.1933405544726197,3308047,3232356.3821364683,3251800.9871746954
2018-02-02,4279,20534,2772090,1.1223398315682738,3111227,3256930.3443411505,3269770.1724874154
2018-02-03,4280,20539,2772765,1.1356854272017742,3148988,3216824.866919787,3192669.8475566297
2018-02-04,4280,20539,2772765,1.1924234197872308,3306309,3200347.857368931,3185466.0308451797
2018-02-05,4281,20544,2773440,1.1232944862485603,3115389,3224452.8111378155,3243855.372425537
2018-02-06,4283,20554,2774790,1.139378017959105,3161534,3198083.13042578,3180066.6133664735
2018-02-07,4284,20558,2775330,1.190487759828407,3303996,3186856.0523075713,3179271.7975192857
2018-02-08,4284,20558,2775330,1.188043975331942,3297214,3220278.2530749245,3233893.94222148
2018-02-09,4286,20568,2776680,1.134860941270385,3151145,3236373.149804773,3255406.732177677
2018-02-10,4286,20568,2776680,1.1418134811966971,3170450,3217276.36189792,3199022.0384927816
2018-02-11,4287,20573,2777355,1.134762908855058,3151639,3204161.420734404,3195765.247826409
2018-02-12,4289,20582,2778570,1.1990429802971845,3331624,3189177.7843768606,3179801.3783001434
2018-02-13,4289,20582,2778570,1.2007606637653243,3336397,3223954.041478395,3252647.9085344663
2018-02-14,4291,20592,2779920,1.1746734230128837,3265498,3257624.362945132,3279300.099938524
2018-02-15,4292,20597,2780595,1.1498647523498209,3197308,3259817.063495408,3264887.3681425024
2018-02-16,4292,20597,2780595,1.175202436873313,3267762,3241516.7191707958,3232401.3905272777
2018-02-17,4294,20606,2781810,1.142086077286669,3177066,3248175.61539682,3256730.2584368736
2018-02-18,4294,20606,2781810,1.1321829529150391,3149517,3229501.383681191,3217167.6719901375
2018-02-19,4295,20611,2782485,1.156045581258462,3216679,3207539.923892865,3192521.4513861267
2018-02-20,4296,20616,2783160,1.17709227085221,3276036,3210701.8605415407,3212221.201985519
2018-02-21,4298,20626,2784510,1.1939726052416035,3324628,3226665.9701441326,3239249.266227267
2018-02-22,4298,20626,2784510,1.1150683220419402,3104918,3254202.212993298,3274117.767618198
2018-02-23,4298,20626,2784510,1.2002905745354593,3342221,3214786.7781690257,3190481.705512761
2018-02-24,4299,20630,2785050,1.1133100438290235,3100624,3246787.854204763,3267355.0599529548
2018-02-25,4299,20630,2785050,1.1188437618875635,3116035,3203548.310982393,3181844.909667759
2018-02-26,4299,20630,2785050,1.1871157569171258,3306176,3187015.571749306,3164849.470429166
2018-02-27,4299,20630,2785050,1.1769932147777542,3277984,3216936.552712796,3235343.8490918586
2018-02-28,4300,20635,2785725,1.148178083705262,3198508,3232698.0918383696,3244493.858717112
2018-03-01,4300,20635,2785725,1.1459768092110858,3192376,3221945.99611225,3218174.913791222
2018-03-02,4300,20635,2785725,1.150488377164951,3204944,3216871.366643379,3211880.6053772457
2018-03-03,4301,20640,2786400,1.1709628156847744,3262770,3210049.240506566,3210992.5175540266
2018-03-04,4301,20640,2786400,1.1116594059565326,3097527,3226767.5561981597,3231969.251168522
2018-03-05,4301,20640,2786400,1.1654607340769565,3247439,3188135.0042944006,3167810.425047427
2018-03-06,4301,20640,2786400,1.1733747088815702,3269491,3210153.4821288963,3214930.463421728
2018-03-07,4302,20645,2787075,1.1321591034244525,3155412,3221264.958652543,3231236.6733474312
2018-03-08,4303,20650,2787750,1.1385631243155947,3174029,3205769.957671808,3198397.1505732345
2018-03-09,4304,20654,2788290,1.2009098684956885,3348484,3192156.1487779887,3193748.5160830296
2018-03-10,4304,20654,2788290,1.1144988493042485,3107545,3239270.8447495294,3261963.2866173834
2018-03-11,4305,20659,2788965,1.120714788063853,3125634,3201212.2357123513,3181266.3307496733
2018-03-12,4308,20674,2790990,1.1563593879464882,3227387,3184059.2682062453,3168115.507951612
2018-03-13,4308,20674,2790990,1.181479808251924,3297498,3191431.750046797,3201254.9325366374
2018-03-14,4308,20674,2790990,1.1975488542218538,3342346,3224330.4512454644,3238126.820163453
2018-03-15,4309,20678,2791530,1.1687773866596478,3262677,3249458.407811028,3275184.247322349
2018-03-16,4309,20678,2791530,1.1687678483407915,3262650,3258583.825945029,3264615.1383190616
2018-03-17,4309,20678,2791530,1.1173808415097093,3119202,3253208.7500065328,3261504.744280142
2018-03-18,4309,20678,2791530,1.1399933106822422,3182325,3223978.941739312,3197177.8120604954
2018-03-19,4312,20693,2793555,1.166497494518399,3258674,3209503.407015316,3206080.922519464
2018-03-20,4312,20693,2793555,1.156425643300728,3230538,3224292.85984693,3227600.227610782
2018-03-21,4312,20693,2793555,1.1135592156511576,3110788,3219459.178308532,3221825.320136748
2018-03-22,4313,20698,2794230,1.1234329937663403,3139130,3197569.4071496874,3177853.273414869
2018-03-23,4313,20698,2794230,1.1743528872068083,3281412,3180003.2570822886,3169535.7585537834
2018-03-24,4316,20712,2796120,1.1652345209205863,3258135,3207613.983542488,3221399.7295429995
2018-03-25,4317,20717,2796795,1.1821196458927363,3306146,3217548.760370051,3227494.2243798417
2018-03-26,4317,20717,2796795,1.1932441057520518,3337259,3244651.0515392344,3258665.061638004
2018-03-27,4317,20717,2796795,1.1750003666463542,3286235,3264518.280955315,3288096.2674095756
2018-03-28,4318,20722,2797470,1.1685373880936765,3268948,3275004.9426616537,3276385.866684964
2018-03-29,4318,20722,2797470,1.1703371118244263,3273982,3268675.5643484066,3275746.7260404266
2018-03-30,4318,20722,2797470,1.1379761271515745,3183454,3275437.9193859906,3275577.6717942846
2018-03-31,4318,20722,2797470,1.118274843319126,3128340,3246904.6679580724,3230993.9293904463
2018-04-01,4319,20726,2798010,1.1157969243019532,3122010,3217859.2506197756,3197006.246555895
2018-04-02,4321,20736,2799360,1.1656316659465753,3263022,3186866.2764143175,3177529.9782313346
2018-04-03,4322,20741,2800035,1.1375660137337658,3185224,3213999.263894503,3217972.763479661
2018-04-04,4323,20746,2800710,1.1735916228728966,3286889,3202116.158784871,3195515.3721989454
2018-04-05,4323,20746,2800710,1.173275483160992,3286004,3227025.7015853957,3239621.5183984134
2018-04-06,4324,20750,2801250,1.1281291699127167,3160171,3237627.4464439107,3253481.208209157
2018-04-07,4324,20750,2801250,1.132995863466174,3173804,3221402.675048284,3206462.981872403
2018-04-08,4325,20755,2801925,1.1606302481878767,3251998,3203961.3674698346,3198439.776131007
2018-04-09,4325,20755,2801925,1.178128383621679,3301027,3222225.5150433574,3228630.128796674
2018-04-10,4326,20760,2802600,1.168681771356792,3275347,3237486.7142004967,3254082.8810822167
2018-04-11,4326,20760,2802600,1.1992203545097029,3360934,3254048.73205023,3258327.3491484644
2018-04-12,4326,20760,2802600,1.1512986021443192,3226629,3278266.4404383465,3304894.6892404687
2018-04-13,4327,20765,2803275,1.159607234169473,3250697,3266869.4642840037,3258760.2851783657
2018-04-14,4328,20770,2803950,1.1126605038893818,3119844,3256716.894059791,3254966.5797697683
2018-04-15,4328,20770,2803950,1.1285871735826931,3164502,3226619.166850085,3201411.633022006
2018-04-16,4328,20770,2803950,1.180074489830326,3308869,3207134.355986425,3196289.7507248055
2018-04-17,4329,20774,2804490,1.2005208455057157,3366848,3234609.6835350078,3249320.060591195
2018-04-18,4330,20779,2805165,1.1649213468301995,3267796,3267483.0243366375,3294361.450605545
2018-04-19,4332,20789,2806515,1.1611011956161448,3258647,3269660.2058875407,3272296.9937787424
2018-04-20,4334,20798,2807730,1.1429104448079173,3208983,3263498.5277529345,3265991.0025906423
2018-04-21,4334,20798,2807730,1.1861148142938782,3330290,3251990.9427225115,3239108.882453047
2018-04-22,4334,20798,2807730,1.1456518995423468,3216681,3269964.2049944587,3286674.1765098684
2018-04-23,4334,20798,2807730,1.143022988926,3209299,3258746.2392407986,3246726.831895547
2018-04-24,4335,20803,2808405,1.1442735178829166,3213583,3245298.9876686903,3234090.388014195
2018-04-25,4335,20803,2808405,1.1892362665369218,3339857,3236641.4976030285,3230453.757794358
2018-04-26,4336,20808,2809080,1.1791620647198138,3312360,3261434.4194061486,3287018.1130631547
2018-04-27,4337,20813,2809755,1.1549280003277522,3245064,3278272.2951505277,3285391.0869818404
2018-04-28,4337,20813,2809755,1.1522929760708638,3237660,3267491.195117061,3262018.13524714
2018-04-29,4337,20813,2809755,1.192592258526823,3350892,3257963.556468961,3254184.424969421
2018-04-30,4339,20822,2810970,1.1322158070566737,3182624,3283316.47584197,3299712.8371165153
2018-05-01,4339,20822,2810970,1.1815578799680737,3321323,3256205.354596166,3240195.1321840608
2018-05-02,4341,20832,2812320,1.2408474504701732,3489660,3273593.751101794,3285903.045573168
2018-05-03,4341,20832,2812320,1.2204573573005673,3432316,3330082.2846638677,3370896.7086921213
2018-05-04,4342,20837,2812995,1.2155429771899209,3419316,3357243.837907301,3380638.7862172467
2018-05-05,4343,20842,2813670,1.2408541642906117,3491354,3375074.5056593,3392017.80052408
2018-05-06,4343,20842,2813670,1.202027552185006,3382108,3406851.8351152767,3432228.6910806443
2018-05-07,4346,20856,2815560,1.1540787526855951,3249377,3397591.6086214497,3398153.3807730083
2018-05-08,4347,20861,2816235,1.213911024998802,3418658,3357538.5068638404,3331158.4279637914
2018-05-09,4347,20861,2816235,1.1817414950706806,3328061,3376730.491490062,3386566.19424568
2018-05-10,4350,20875,2818125,1.1684336946547933,3292792,3362034.9913701196,3357168.4196851854
2018-05-11,4350,20875,2818125,1.1930514693118257,3362168,3341455.6911008633,3330839.346215006
2018-05-12,4350,20875,2818125,1.1938800204322293,3364503,3348648.818088634,3352830.625577874
2018-05-13,4350,20875,2818125,1.179165577393558,3323035,3351967.9730438655,3354316.544796027
2018-05-14,4350,20875,2818125,1.1641148165002226,3280621,3342320.1800697297,3335649.1993623725
2018-05-15,4352,20885,2819475,1.151859193673335,3247638,3326647.1148544587,3314375.529892976
2018-05-16,4352,20885,2819475,1.1803458922038454,3327955,3305252.223955531,3289927.8436583127
2018-05-17,4352,20885,2819475,1.2184552264206283,3435404,3312790.6679768623,3310425.4933205456
2018-05-18,4352,20885,2819475,1.224688794802382,3452979,3346025.5761221685,3364784.166028707
2018-05-19,4354,20894,2820690,1.2342758790641195,3481509,3373615.3106544707,3397724.6401905115
2018-05-20,4355,20899,2821365,1.1819143854677954,3334611,3399522.5885979356,3426440.1770681716
2018-05-21,4356,20904,2822040,1.2163177542730617,3432497,3385686.237958923,3376021.4335454335
2018-05-22,4357,20909,2822715,1.2179704493782035,3437983,3397654.184088504,3406518.0701253656
2018-05-23,4357,20909,2822715,1.207512977464534,3408464,3404460.811766478,3417059.29446468
2018-05-24,4359,20918,2823930,1.2084812189400305,3412666,3408199.368227557,3408403.867120451
2018-05-25,4360,20923,2824605,1.1624478033081267,3283455,3407930.2119654245,3412643.4185728678
2018-05-26,4361,20928,2825280,1.2099947555598904,3418573,3374035.862570955,3358559.7168346387
2018-05-27,4362,20933,2825955,1.207060216818872,3411097,3386513.827960828,3395561.3609812716
2018-05-28,4362,20933,2825955,1.2190635888083237,3445018,3391905.422902469,3397657.8264301065
2018-05-29,4362,20933,2825955,1.1537472769606851,3260437,3406814.3000356574,3417013.2684729947
2018-05-30,4363,20938,2826630,1.2166452386263518,3439005,3368072.8086659354,3342433.3553483994
2018-05-31,4363,20938,2826630,1.177059048383927,3327110,3387436.273996708,3393548.4515153132
2018-06-01,4364,20942,2827170,1.1996034965296904,3391483,3367734.6396806613,3360069.611804468
2018-06-02,4364,20942,2827170,1.1831623724481717,3345001,3379335.6228144392,3378250.282407137
2018-06-03,4365,20947,2827845,1.2274898897336497,3471151,3366309.5499149766,3362137.5667832554
2018-06-04,4366,20952,2828520,1.192578917045483,3373233,3394644.745995916,3413002.2674122048
2018-06-05,4366,20952,2828520,1.1653227286318255,3296138,3387054.8885730226,3388140.5631760443
2018-06-06,4368,20962,2829870,1.1610086316179111,3285503,3366759.6914033126,3349875.840883728
2018-06-07,4368,20962,2829870,1.1557664973200987,3270668,3339583.044671813,3324610.2925653583
2018-06-08,4369,20966,2830410,1.1582506102690486,3278324,3325401.863972782,3307247.3612609436
2018-06-09,4369,20966,2830410,1.1520922032530634,3260893,3308609.590140769,3300306.2257279814
2018-06-10,4370,20971,2831085,1.1668306052282056,3303396,3300766.1113248756,3288728.9082957553
2018-06-11,4371,20976,2831760,1.1891056256866306,3367261,3298040.022736147,3297039.8407157944
2018-06-12,4371,20976,2831760,1.2159135988115248,3443175,3319275.650362655,3331931.1413917653
2018-06-13,4372,20981,2832435,1.23343683403865,3493629,3347161.60419244,3372844.8000721904
2018-06-14,4374,20990,2833650,1.1820230681438288,3349439,3391882.560338453,3417244.025638223
2018-06-15,4374,20990,2833650,1.2361610644279517,3502847,3375375.6061713295,3373680.0063627725
2018-06-16,4375,20995,2834325,1.1896604912279545,3371884,3411378.631001181,3436011.813262944
2018-06-17,4375,20995,2834325,1.2284579917946503,3481849,3398331.3007913516,3397974.3347468935
2018-06-18,4375,20995,2834325,1.2240268258853568,3469289,3425766.340791083,3438679.3361828737
2018-06-19,4376,21000,2835000,1.1813178482701443,3349036,3430029.850105327,3449568.8602457023
2018-06-20,4380,21019,2837565,1.2021139354378598,3411076,3414222.4335955447,3401499.753096672
2018-06-21,4380,21019,2837565,1.1733936453602398,3329580,3407924.2240949622,3413293.071816761
2018-06-22,4381,21024,2838240,1.154607524893153,3277053,3392652.410396493,3373937.910531584
2018-06-23,4383,21034,2839590,1.1871310374655055,3370965,3357120.985168821,3338337.6295470116
2018-06-24,4384,21038,2840130,1.1544372429486178,3278751,3364562.7986400328,3357138.5598633345
2018-06-25,4384,21038,2840130,1.1687094850756214,3319286,3334933.885353428,3322172.907229406
2018-06-26,4384,21038,2840130,1.1730832916714775,3331709,3339451.161840866,3328640.637374496
2018-06-27,4385,21043,2840805,1.182165315804536,3358301,3329547.3790595145,3330483.254577543
2018-06-28,4385,21043,2840805,1.2315858235206512,3498695,3341456.9287323696,3343724.3578876443
2018-06-29,4386,21048,2841480,1.1930394388607022,3389997,3379390.771622341,3408085.432471161
2018-06-30,4386,21048,2841480,1.1724388444336555,3331461,3386879.215925194,3387451.276321682
2018-07-01,4386,21048,2841480,1.1515762159145846,3272180,3366878.17932682,3361432.853080692
2018-07-02,4387,21053,2842155,1.182057480537111,3359590,3346133.1108483765,3325656.0271638874
2018-07-03,4388,21058,2842830,1.218453312189663,3463855,3345564.184775931,3349929.904084845
2018-07-04,4389,21062,2843370,1.1584454719900534,3293889,3382171.780662977,3401502.396953693
2018-07-05,4390,21067,2844045,1.181817032910849,3361140,3353186.367570172,3342678.345788104
2018-07-06,4390,21067,2844045,1.1805735336064238,3357604,3360064.4358060374,3362986.673101419
2018-07-07,4392,21077,2845395,1.1563700426746213,3290329,3352247.2988845613,3358768.93980023
2018-07-08,4392,21077,2845395,1.1542909332644693,3284413,3343941.1915832083,3327526.0277107153
2018-07-09,4392,21077,2845395,1.2220808400241894,3477302,3320774.295216426,3314158.435783461
2018-07-10,4393,21082,2846070,1.2345285093991911,3513554,3365631.8730509626,3387706.3889445877
2018-07-11,4394,21086,2846610,1.232884265360748,3509540,3401215.1109769237,3433796.198410445
2018-07-12,4395,21091,2847285,1.1911260468958569,3391475,3435844.3846711046,3455880.169782094
2018-07-13,4395,21091,2847285,1.2240703367262542,3485277,3417957.364011634,3421012.841630612
2018-07-14,4397,21101,2848635,1.153841251467797,3286872,3441269.683972855,3452765.17747116
2018-07-15,4398,21106,2849310,1.163772463209219,3315948,3393038.4193634186,3372161.6933390456
2018-07-16,4398,21106,2849310,1.170539076956566,3335228,3381842.8159680567,3360666.629273377
2018-07-17,4400,21115,2850525,1.1874512147890957,3384859,3361045.8266422125,3356111.9750725143
2018-07-18,4400,21115,2850525,1.1543473949687713,3290496,3374174.2423836035,3368341.72672399
2018-07-19,4401,21120,2851200,1.2189686717200354,3475523,3343239.934876359,3334102.32110357
2018-07-20,4401,21120,2851200,1.2044829895993543,3434221,3389031.3092238433,3403794.617311139
2018-07-21,4401,21120,2851200,1.22087159357288,3480949,3389175.0091559477,3403597.189126117
2018-07-22,4401,21120,2851200,1.209553263554675,3448678,3419979.971318554,3435391.7736087516
2018-07-23,4402,21125,2851875,1.1538469270616876,3290627,3420858.6191926524,3432157.178689437
2018-07-24,4402,21125,2851875,1.1985670037821328,3418163,3395777.6949590594,3368804.829730946
2018-07-25,4403,21129,2852415,1.22691644970954,3499674,3393013.8807904455,3399253.864131966
2018-07-26,4403,21129,2852415,1.231199341059552,3511891,3429421.1180870268,3444896.5685364883
2018-07-27,4404,21134,2853090,1.1908026182040838,3397467,3442859.8440923113,3467494.59989811
2018-07-28,4404,21134,2853090,1.19990826492131,3423446,3440032.4315525093,3429134.667718607
2018-07-29,4405,21139,2853765,1.237135491077685,3530493,3427096.6860493734,3430390.170322749
2018-07-30,4407,21149,2855115,1.1910919579549542,3400704,3461882.04585418,3479858.5591512024
2018-07-31,4407,21149,2855115,1.2114563716202735,3458847,3435691.0217258944,3432476.1814735313
2018-08-01,4409,21158,2856330,1.198272534645057,3422661,3452630.896793535,3449236.5580317215
2018-08-02,4412,21173,2858355,1.1654600389948446,3331298,3433065.480564627,3437638.2099064384
2018-08-03,4413,21177,2858895,1.156278504399187,3305678,3412334.5305123413,3391872.962221128
2018-08-04,4415,21187,2860245,1.2089674665553556,3457943,3379050.343783684,3366788.018909909
2018-08-05,4415,21187,2860245,1.188065001042543,3398156,3408218.9318266264,3412469.67178767
2018-08-06,4415,21187,2860245,1.211263246165729,3464509,3395669.1502885204,3400603.984706997
2018-08-07,4417,21197,2861595,1.206284675338471,3451898,3423078.470288702,3426247.9522454143
2018-08-08,4418,21201,2862135,1.2103020733009286,3464047,3421889.1048219893,3433084.64397063
2018-08-09,4418,21201,2862135,1.2253593949784007,3507144,3443420.1049942705,3444054.8524045297
2018-08-10,4418,21201,2862135,1.226658585092611,3510862,3449520.9350431804,3468075.935604828
2018-08-11,4419,21206,2862810,1.1639013611685112,3332028,3475386.4452361926,3480426.4379334883
2018-08-12,4419,21206,2862810,1.1529379587609043,3300642,3425908.926574302,3412883.90901809
2018-08-13,4419,21206,2862810,1.1870036769020176,3398165,3404764.447902928,3375388.724714909
2018-08-14,4420,21211,2863485,1.2304482682202018,3523370,3391405.4231612976,3396536.225456517
2018-08-15,4421,21216,2864160,1.1705957254965216,3352773,3433757.6904589967,3453263.0527828857
2018-08-16,4422,21221,2864835,1.236440266141738,3542197,3404539.256670889,3393075.913355683
2018-08-17,4422,21221,2864835,1.2240933279662516,3506825,3451656.671544948,3468795.568963622
2018-08-18,4422,21221,2864835,1.1766665240405514,3370955,3454024.8093530363,3472931.4475999163
