date,connection,population,actual_limit,factor,consumption,
2018-01-27 00:00:00,4269,20486,2765610,1.176640954606637,3254129.9904696615,
2018-01-28 00:00:00,4271,20496,2766960,1.1550454782523067,3195964.636505002,
2018-01-29 00:00:00,4272,20501,2767635,1.179148874753069,3263453.69597721,
2018-01-30 00:00:00,4275,20515,2769525,1.1331626758143403,3138322.359734711,
2018-01-31 00:00:00,4278,20530,2771550,1.1966000761997788,3316436.941191497,
2018-02-01 00:00:00,4279,20534,2772090,1.1933405544726197,3308047.417648004,
2018-02-02 00:00:00,4279,20534,2772090,1.1223398315682738,3111227.023692096,
2018-02-03 00:00:00,4280,20539,2772765,1.1356854272017742,3148988.8035551272,
2018-02-04 00:00:00,4280,20539,2772765,1.1924234197872308,3306309.923566341,
2018-02-05 00:00:00,4281,20544,2773440,1.1232944862485605,3115389.859941208,
2018-02-06 00:00:00,4283,20554,2774790,1.1393780179591053,3161534.7304527457,
2018-02-07 00:00:00,4284,20558,2775330,1.190487759828407,3303996.3944845726,
2018-02-08 00:00:00,4284,20558,2775330,1.188043975331942,3297214.0860579987,
2018-02-09 00:00:00,4286,20568,2776680,1.134860941270385,3151145.678406652,
2018-02-10 00:00:00,4286,20568,2776680,1.1418134811966971,3170450.656969245,
2018-02-11 00:00:00,4287,20573,2777355,1.134762908855058,3151639.4387231395,
2018-02-12 00:00:00,4289,20582,2778570,1.1990429802971845,3331624.8537643477,
2018-02-13 00:00:00,4289,20582,2778570,1.2007606637653245,3336397.5575184175,
2018-02-14 00:00:00,4291,20592,2779920,1.1746734230128835,3265498.142101975,
2018-02-15 00:00:00,4292,20597,2780595,1.1498647523498209,3197308.18106015,
2018-02-16 00:00:00,4292,20597,2780595,1.175202436873313,3267762.0199577496,
2018-02-17 00:00:00,4294,20606,2781810,1.142086077286669,3177066.470656829,
2018-02-18 00:00:00,4294,20606,2781810,1.1321829529150391,3149517.8602485848,
2018-02-19 00:00:00,4295,20611,2782485,1.156045581258462,3216679.489167952,
2018-02-20 00:00:00,4296,20616,2783160,1.17709227085221,3276036.1245450373,
2018-02-21 00:00:00,4298,20626,2784510,1.1939726052416035,3324628.6590212975,
2018-02-22 00:00:00,4298,20626,2784510,1.1150683220419402,3104918.8934090026,
2018-02-23 00:00:00,4298,20626,2784510,1.2002905745354593,3342221.107699732,
2018-02-24 00:00:00,4299,20630,2785050,1.1133100438290235,3100624.137566022,
2018-02-25 00:00:00,4299,20630,2785050,1.1188437618875637,3116035.8190449593,
2018-02-26 00:00:00,4299,20630,2785050,1.1871157569171258,3306176.738802041,
2018-02-27 00:00:00,4299,20630,2785050,1.1769932147777542,3277984.952816784,
2018-02-28 00:00:00,4300,20635,2785725,1.148178083705262,3198508.3922298406,
2018-03-01 00:00:00,4300,20635,2785725,1.1459768092110858,3192376.246839552,
2018-03-02 00:00:00,4300,20635,2785725,1.150488377164951,3204944.2344778334,
2018-03-03 00:00:00,4301,20640,2786400,1.1709628156847744,3262770.789624056,
2018-03-04 00:00:00,4301,20640,2786400,1.1116594059565326,3097527.7687572823,
2018-03-05 00:00:00,4301,20640,2786400,1.1654607340769565,3247439.789432031,
2018-03-06 00:00:00,4301,20640,2786400,1.1733747088815702,3269491.2888276074,
2018-03-07 00:00:00,4302,20645,2787075,1.1321591034244523,3155412.3331767055,
2018-03-08 00:00:00,4303,20650,2787750,1.1385631243155947,3174029.349810799,
2018-03-09 00:00:00,4304,20654,2788290,1.2009098684956885,3348484.977227843,
2018-03-10 00:00:00,4304,20654,2788290,1.1144988493042483,3107545.996526542,
2018-03-11 00:00:00,4305,20659,2788965,1.120714788063853,3125634.318892504,
2018-03-12 00:00:00,4308,20674,2790990,1.1563593879464882,3227387.488164769,
2018-03-13 00:00:00,4308,20674,2790990,1.181479808251924,3297498.3300330373,
2018-03-14 00:00:00,4308,20674,2790990,1.1975488542218538,3342346.876644652,
2018-03-15 00:00:00,4309,20678,2791530,1.1687773866596478,3262677.138182007,
2018-03-16 00:00:00,4309,20678,2791530,1.1687678483407915,3262650.5116787697,
2018-03-17 00:00:00,4309,20678,2791530,1.1173808415097093,3119202.140499599,
2018-03-18 00:00:00,4309,20678,2791530,1.1399933106822422,3182325.5265687993,
2018-03-19 00:00:00,4312,20693,2793555,1.166497494518399,3258674.908299346,
2018-03-20 00:00:00,4312,20693,2793555,1.156425643300728,3230538.6379709654,
2018-03-21 00:00:00,4312,20693,2793555,1.1135592156511576,3110788.9146783696,
2018-03-22 00:00:00,4313,20698,2794230,1.1234329937663405,3139130.174171722,
2018-03-23 00:00:00,4313,20698,2794230,1.1743528872068085,3281412.068019881,
2018-03-24 00:00:00,4316,20712,2796120,1.1652345209205865,3258135.5486364705,
2018-03-25 00:00:00,4317,20717,2796795,1.1821196458927365,3306146.315034576,
2018-03-26 00:00:00,4317,20717,2796795,1.1932441057520518,3337259.14874681,
2018-03-27 00:00:00,4317,20717,2796795,1.1750003666463542,3286235.15043469,
2018-03-28 00:00:00,4318,20722,2797470,1.1685373880936765,3268948.2870704173,
2018-03-29 00:00:00,4318,20722,2797470,1.1703371118244263,3273982.9602154777,
2018-03-30 00:00:00,4318,20722,2797470,1.1379761271515743,3183454.0764227146,
2018-03-31 00:00:00,4318,20722,2797470,1.118274843319126,3128340.3259399557,
2018-04-01 00:00:00,4319,20726,2798010,1.1157969243019532,3122010.9521661084,
2018-04-02 00:00:00,4321,20736,2799360,1.1656316659465753,3263022.660384205,
2018-04-03 00:00:00,4322,20741,2800035,1.1375660137337658,3185224.6532650245,
2018-04-04 00:00:00,4323,20746,2800710,1.1735916228728966,3286889.79409635,
2018-04-05 00:00:00,4323,20746,2800710,1.173275483160992,3286004.3784438213,
2018-04-06 00:00:00,4324,20750,2801250,1.1281291699127167,3160171.8372179973,
2018-04-07 00:00:00,4324,20750,2801250,1.132995863466174,3173804.6625346206,
2018-04-08 00:00:00,4325,20755,2801925,1.1606302481878767,3251998.9081538166,
2018-04-09 00:00:00,4325,20755,2801925,1.178128383621679,3301027.371279173,
2018-04-10 00:00:00,4326,20760,2802600,1.1686817713567919,3275347.532404545,
2018-04-11 00:00:00,4326,20760,2802600,1.1992203545097027,3360934.965548893,
2018-04-12 00:00:00,4326,20760,2802600,1.1512986021443192,3226629.4623696688,
2018-04-13 00:00:00,4327,20765,2803275,1.159607234169473,3250697.96936643,
2018-04-14 00:00:00,4328,20770,2803950,1.1126605038893818,3119844.419880632,
2018-04-15 00:00:00,4328,20770,2803950,1.1285871735826931,3164502.0053671924,
2018-04-16 00:00:00,4328,20770,2803950,1.180074489830326,3308869.865759742,
2018-04-17 00:00:00,4329,20774,2804490,1.2005208455057155,3366848.706012324,
2018-04-18 00:00:00,4330,20779,2805165,1.1649213468301995,3267796.5898809363,
2018-04-19 00:00:00,4332,20789,2806515,1.1611011956161448,3258647.9220146444,
2018-04-20 00:00:00,4334,20798,2807730,1.1429104448079173,3208983.9432005337,
2018-04-21 00:00:00,4334,20798,2807730,1.1861148142938782,3330290.1475373507,
2018-04-22 00:00:00,4334,20798,2807730,1.1456518995423468,3216681.2079020333,
2018-04-23 00:00:00,4334,20798,2807730,1.143022988926,3209299.936697198,
2018-04-24 00:00:00,4335,20803,2808405,1.1442735178829166,3213583.4689899725,
2018-04-25 00:00:00,4335,20803,2808405,1.1892362665369218,3339857.077123624,
2018-04-26 00:00:00,4336,20808,2809080,1.1791620647198138,3312360.5727631343,
2018-04-27 00:00:00,4337,20813,2809755,1.1549280003277522,3245064.723560903,
2018-04-28 00:00:00,4337,20813,2809755,1.1522929760708638,3237660.95097999,
2018-04-29 00:00:00,4337,20813,2809755,1.192592258526823,3350892.0613570334,
2018-04-30 00:00:00,4339,20822,2810970,1.1322158070566737,3182624.6671620985,
2018-05-01 00:00:00,4339,20822,2810970,1.1815578799680735,3321323.753853855,
2018-05-02 00:00:00,4341,20832,2812320,1.2408474504701732,3489660.1019062777,
2018-05-03 00:00:00,4341,20832,2812320,1.2204573573005673,3432316.635083531,
2018-05-04 00:00:00,4342,20837,2812995,1.2155429771899209,3419316.3171203616,
2018-05-05 00:00:00,4343,20842,2813670,1.2408541642906117,3491354.1364395656,
2018-05-06 00:00:00,4343,20842,2813670,1.202027552185006,3382108.8627563855,
2018-05-07 00:00:00,4346,20856,2815560,1.1540787526855951,3249377.9729114543,
2018-05-08 00:00:00,4347,20861,2816235,1.213911024998802,3418658.7154875016,
2018-05-09 00:00:00,4347,20861,2816235,1.1817414950706806,3328061.759370378,
2018-05-10 00:00:00,4350,20875,2818125,1.1684336946547933,3292792.2057490395,
2018-05-11 00:00:00,4350,20875,2818125,1.1930514693118257,3362168.1719543887,
2018-05-12 00:00:00,4350,20875,2818125,1.1938800204322293,3364503.132580576,
2018-05-13 00:00:00,4350,20875,2818125,1.179165577393558,3323035.9927922213,
2018-05-14 00:00:00,4350,20875,2818125,1.1641148165002226,3280621.06724969,
2018-05-15 00:00:00,4352,20885,2819475,1.1518591936733347,3247638.200082125,
2018-05-16 00:00:00,4352,20885,2819475,1.1803458922038454,3327955.734421437,
2018-05-17 00:00:00,4352,20885,2819475,1.2184552264206283,3435404.049512301,
2018-05-18 00:00:00,4352,20885,2819475,1.224688794802382,3452979.439725446,
2018-05-19 00:00:00,4354,20894,2820690,1.2342758790641197,3481509.6293173716,
2018-05-20 00:00:00,4355,20899,2821365,1.1819143854677954,3334611.8801553464,
2018-05-21 00:00:00,4356,20904,2822040,1.2163177542730617,3432497.3552687513,
2018-05-22 00:00:00,4357,20909,2822715,1.2179704493782035,3437983.4570165956,
2018-05-23 00:00:00,4357,20909,2822715,1.2075129774645341,3408464.9941838025,
2018-05-24 00:00:00,4359,20918,2823930,1.2084812189400305,3412666.3686013203,
2018-05-25 00:00:00,4360,20923,2824605,1.1624478033081267,3283455.8774631512,
2018-05-26 00:00:00,4361,20928,2825280,1.2099947555598904,3418573.9829882476,
2018-05-27 00:00:00,4362,20933,2825955,1.207060216818872,3411097.8550203755,
2018-05-28 00:00:00,4362,20933,2825955,1.2190635888083237,3445018.8441108265,
2018-05-29 00:00:00,4362,20933,2825955,1.1537472769606851,3260437.886063433,
2018-05-30 00:00:00,4363,20938,2826630,1.2166452386263518,3439005.930858405,
2018-05-31 00:00:00,4363,20938,2826630,1.177059048383927,3327110.4179334594,
2018-06-01 00:00:00,4364,20942,2827170,1.1996034965296904,3391483.017283845,
2018-06-02 00:00:00,4364,20942,2827170,1.1831623724481715,3345001.164514297,
2018-06-03 00:00:00,4365,20947,2827845,1.2274898897336495,3471151.147233852,
2018-06-04 00:00:00,4366,20952,2828520,1.192578917045483,3373233.3184414897,
2018-06-05 00:00:00,4366,20952,2828520,1.1653227286318255,3296138.6443896913,
2018-06-06 00:00:00,4368,20962,2829870,1.1610086316179111,3285503.496356578,
2018-06-07 00:00:00,4368,20962,2829870,1.1557664973200987,3270668.9377712277,
2018-06-08 00:00:00,4369,20966,2830410,1.1582506102690486,3278324.109811618,
2018-06-09 00:00:00,4369,20966,2830410,1.1520922032530634,3260893.293009503,
2018-06-10 00:00:00,4370,20971,2831085,1.1668306052282056,3303396.624002495,
2018-06-11 00:00:00,4371,20976,2831760,1.1891056256866306,3367261.746594373,
2018-06-12 00:00:00,4371,20976,2831760,1.2159135988115248,3443175.492570523,
2018-06-13 00:00:00,4372,20981,2832435,1.23343683403865,3493629.6590202632,
2018-06-14 00:00:00,4374,20990,2833650,1.1820230681438288,3349439.6670457604,
2018-06-15 00:00:00,4374,20990,2833650,1.2361610644279517,3502847.8002162655,
2018-06-16 00:00:00,4375,20995,2834325,1.1896604912279545,3371884.471799672,
2018-06-17 00:00:00,4375,20995,2834325,1.2284579917946505,3481849.197593373,
2018-06-18 00:00:00,4375,20995,2834325,1.2240268258853568,3469289.833277514,
2018-06-19 00:00:00,4376,21000,2835000,1.1813178482701443,3349036.099845859,
2018-06-20 00:00:00,4380,21019,2837565,1.2021139354378598,3411076.429210731,
2018-06-21 00:00:00,4380,21019,2837565,1.1733936453602398,3329580.739296629,
2018-06-22 00:00:00,4381,21024,2838240,1.154607524893153,3277053.261452743,
2018-06-23 00:00:00,4383,21034,2839590,1.1871310374655055,3370965.422676675,
2018-06-24 00:00:00,4384,21038,2840130,1.1544372429486178,3278751.8468156583,
2018-06-25 00:00:00,4384,21038,2840130,1.1687094850756214,3319286.8698478243,
2018-06-26 00:00:00,4384,21038,2840130,1.1730832916714775,3331709.0491749137,
2018-06-27 00:00:00,4385,21043,2840805,1.182165315804536,3358301.139964105,
2018-06-28 00:00:00,4385,21043,2840805,1.2315858235206512,3498695.165386583,
2018-06-29 00:00:00,4386,21048,2841480,1.1930394388607022,3389997.704733908,
2018-06-30 00:00:00,4386,21048,2841480,1.1724388444336555,3331461.5276813437,
2018-07-01 00:00:00,4386,21048,2841480,1.1515762159145846,3272180.7859969735,
2018-07-02 00:00:00,4387,21053,2842155,1.182057480537111,3359590.5785959526,
2018-07-03 00:00:00,4388,21058,2842830,1.218453312189663,3463855.6294921394,
2018-07-04 00:00:00,4389,21062,2843370,1.1584454719900534,3293889.1016923585,
2018-07-05 00:00:00,4390,21067,2844045,1.181817032910849,3361140.823364936,
2018-07-06 00:00:00,4390,21067,2844045,1.1805735336064238,3357604.2553856815,
2018-07-07 00:00:00,4392,21077,2845395,1.1563700426746213,3290329.537576154,
2018-07-08 00:00:00,4392,21077,2845395,1.1542909332644693,3284413.650056055,
2018-07-09 00:00:00,4392,21077,2845395,1.2220808400241894,3477302.7118006283,
2018-07-10 00:00:00,4393,21082,2846070,1.2345285093991911,3513554.554745756,
2018-07-11 00:00:00,4394,21086,2846610,1.2328842653607481,3509540.678618559,
2018-07-12 00:00:00,4395,21091,2847285,1.1911260468958569,3391475.32643587,
2018-07-13 00:00:00,4395,21091,2847285,1.2240703367262542,3485277.108705613,
2018-07-14 00:00:00,4397,21101,2848635,1.153841251467797,3286872.573374968,
2018-07-15 00:00:00,4398,21106,2849310,1.163772463209219,3315948.51714666,
2018-07-16 00:00:00,4398,21106,2849310,1.170539076956566,3335228.697363113,
2018-07-17 00:00:00,4400,21115,2850525,1.1874512147890957,3384859.374036687,
2018-07-18 00:00:00,4400,21115,2850525,1.1543473949687713,3290496.108043357,
2018-07-19 00:00:00,4401,21120,2851200,1.2189686717200354,3475523.4768081647,
2018-07-20 00:00:00,4401,21120,2851200,1.2044829895993543,3434221.899945679,
2018-07-21 00:00:00,4401,21120,2851200,1.22087159357288,3480949.0875949953,
2018-07-22 00:00:00,4401,21120,2851200,1.209553263554675,3448678.265047089,
2018-07-23 00:00:00,4402,21125,2851875,1.1538469270616876,3290627.2051140503,
2018-07-24 00:00:00,4402,21125,2851875,1.1985670037821328,3418163.2739111697,
2018-07-25 00:00:00,4403,21129,2852415,1.22691644970954,3499674.8848982374,
2018-07-26 00:00:00,4403,21129,2852415,1.2311993410595519,3511891.4684283813,
2018-07-27 00:00:00,4404,21134,2853090,1.1908026182040838,3397467.04197189,
2018-07-28 00:00:00,4404,21134,2853090,1.19990826492131,3423446.27156434,
2018-07-29 00:00:00,4405,21139,2853765,1.237135491077685,3530493.9646953098,
2018-07-30 00:00:00,4407,21149,2855115,1.1910919579549542,3400704.515536559,
2018-07-31 00:00:00,4407,21149,2855115,1.2114563716202735,3458847.258458617,
2018-08-01 00:00:00,4409,21158,2856330,1.1982725346450567,3422661.788882715,
2018-08-02 00:00:00,4412,21173,2858355,1.1654600389948446,3331298.529761109,
2018-08-03 00:00:00,4413,21177,2858895,1.156278504399187,3305678.8348343135,
2018-08-04 00:00:00,4415,21187,2860245,1.2089674665553556,3457943.151377623,
2018-08-05 00:00:00,4415,21187,2860245,1.1880650010425433,3398156.9789069295,
2018-08-06 00:00:00,4415,21187,2860245,1.2112632461657287,3464509.643529295,
2018-08-07 00:00:00,4417,21197,2861595,1.206284675338471,3451898.195525192,
2018-08-08 00:00:00,4418,21201,2862135,1.2103020733009286,3464047.9245671537,
2018-08-09 00:00:00,4418,21201,2862135,1.2253593949784007,3507144.011946505,
2018-08-10 00:00:00,4418,21201,2862135,1.226658585092611,3510862.46944404,
2018-08-11 00:00:00,4419,21206,2862810,1.1639013611685112,3332028.455766826,
2018-08-12 00:00:00,4419,21206,2862810,1.1529379587609045,3300642.317720305,
2018-08-13 00:00:00,4419,21206,2862810,1.1870036769020176,3398165.996271865,
2018-08-14 00:00:00,4420,21211,2863485,1.2304482682202018,3523370.159324525,
2018-08-15 00:00:00,4421,21216,2864160,1.1705957254965216,3352773.453138117,
2018-08-16 00:00:00,4422,21221,2864835,1.236440266141738,3542197.349852166,
2018-08-17 00:00:00,4422,21221,2864835,1.2240933279662516,3506825.4092241963,
2018-08-18 00:00:00,4422,21221,2864835,1.1766665240405514,3370955.4413997126,
2018-08-19 00:00:00,4422,21221,2864835,1.2102221348257522,3467086.729623534,
2018-08-20 00:00:00,4425,21235,2866725,1.1677121356639624,3347509.5721112727,
2018-08-21 00:00:00,4425,21235,2866725,1.192329108247229,3418079.662840037,
2018-08-22 00:00:00,4425,21235,2866725,1.188614548910335,3407431.04272498,
2018-08-23 00:00:00,4426,21240,2867400,1.1783403236331815,3378773.0439857845,
2018-08-24 00:00:00,4427,21245,2868075,1.2044429469480096,3454432.7050679126,
2018-08-25 00:00:00,4427,21245,2868075,1.217470642035606,3491797.111656271,
2018-08-26 00:00:00,4428,21249,2868615,1.2090030869524577,3468164.3902781243,
2018-08-27 00:00:00,4428,21249,2868615,1.1961021321060088,3431156.517691279,
2018-08-28 00:00:00,4428,21249,2868615,1.15313427754257,3307898.2855727794,
2018-08-29 00:00:00,4428,21249,2868615,1.2371947713366978,3549035.4789780215,
2018-08-30 00:00:00,4428,21249,2868615,1.2216336071734484,3504396.4900418613,
2018-08-31 00:00:00,4429,21254,2869290,1.1101792720871897,3185426.283607052,
2018-09-01 00:00:00,4430,21259,2869965,1.1127615116078688,3193586.591661677,
2018-09-02 00:00:00,4430,21259,2869965,1.0835578201906455,3109773.019423446,
2018-09-03 00:00:00,4431,21264,2870640,1.051763314055564,3019233.839860464,
2018-09-04 00:00:00,4433,21273,2871855,1.059358997778445,3042325.4345650165,
2018-09-05 00:00:00,4433,21273,2871855,1.114000946419764,3199249.1879803315,
2018-09-06 00:00:00,4433,21273,2871855,1.0545605915192857,3028545.107557618,
2018-09-07 00:00:00,4433,21273,2871855,1.040895658051128,2989301.400052422,
2018-09-08 00:00:00,4434,21278,2872530,1.0839336979840712,3113632.0654701837,
2018-09-09 00:00:00,4435,21283,2873205,1.1007112173857148,3162568.973348723,
2018-09-10 00:00:00,4435,21283,2873205,1.0712997041577683,3078063.666484621,
2018-09-11 00:00:00,4436,21288,2873880,1.037779426302121,2982453.5376611394,
2018-09-12 00:00:00,4437,21293,2874555,1.1108382146757325,3193165.5441872003,
2018-09-13 00:00:00,4438,21297,2875095,1.0858529710065212,3121930.447675994,
2018-09-14 00:00:00,4439,21302,2875770,1.0709811759802268,3079895.5364486566,
2018-09-15 00:00:00,4439,21302,2875770,1.0611557888979224,3051639.983038978,
2018-09-16 00:00:00,4440,21307,2876445,1.0634361392337637,3058915.5655182633,
2018-09-17 00:00:00,4442,21317,2877795,1.0973657446282346,3157993.65306241,
2018-09-18 00:00:00,4442,21317,2877795,1.0464778694192491,3011548.780225368,
2018-09-19 00:00:00,4443,21321,2878335,1.0629461017321948,3059514.967729337,
2018-09-20 00:00:00,4443,21321,2878335,1.0381994939874801,2988285.9405264533,
2018-09-21 00:00:00,4443,21321,2878335,1.123308395330661,3233257.870074078,
2018-09-22 00:00:00,4444,21326,2879010,1.065417625534842,3067347.9980910653,
2018-09-23 00:00:00,4445,21331,2879685,1.0862005351420985,3127915.388040674,
2018-09-24 00:00:00,4445,21331,2879685,1.1087708162720986,3192910.688056518,
2018-09-25 00:00:00,4445,21331,2879685,1.0557801731271799,3040314.327851743,
2018-09-26 00:00:00,4446,21336,2880360,1.108506307624177,3192897.2282283744,
2018-09-27 00:00:00,4446,21336,2880360,1.0506834877640658,3026346.690816105,
2018-09-28 00:00:00,4446,21336,2880360,1.0741003901933524,3093795.7998973243,
2018-09-29 00:00:00,4446,21336,2880360,1.0888547171899376,3136293.573205209,
2018-09-30 00:00:00,4447,21341,2881035,1.0385863856047308,2992203.7274507256,
2018-10-01 00:00:00,4447,21341,2881035,1.119237747405968,3224563.1235977532,
2018-10-02 00:00:00,4447,21341,2881035,1.0942260770887948,3152503.626005516,
2018-10-03 00:00:00,4447,21341,2881035,1.1225751055152886,3234178.1691182395,
2018-10-04 00:00:00,4448,21345,2881575,1.087023228013585,3132338.9582632463,
2018-10-05 00:00:00,4448,21345,2881575,1.0707105321587094,3085332.7017052327,
2018-10-06 00:00:00,4448,21345,2881575,1.0967152086519278,3160267.127371179,
2018-10-07 00:00:00,4448,21345,2881575,1.1028535986414885,3177955.3585053473,
2018-10-08 00:00:00,4449,21350,2882250,1.0921954273370784,3147980.270442294,
2018-10-09 00:00:00,4449,21350,2882250,1.102687077959945,3178219.830450051,
2018-10-10 00:00:00,4449,21350,2882250,1.1136522153670725,3209824.0977417445,
2018-10-11 00:00:00,4451,21360,2883600,1.0737003485188144,3096122.324988853,
2018-10-12 00:00:00,4451,21360,2883600,1.0424958698493048,3006141.0902974554,
2018-10-13 00:00:00,4452,21365,2884275,1.076099522278946,3103766.9496211074,
2018-10-14 00:00:00,4452,21365,2884275,1.0848342679222005,3128960.358111305,
2018-10-15 00:00:00,4452,21365,2884275,1.1071163047519608,3193227.8798884614,
2018-10-16 00:00:00,4452,21365,2884275,1.0431955082950075,3008862.7246875823,
2018-10-17 00:00:00,4454,21374,2885490,1.0696493380005838,3086462.4683073047,
2018-10-18 00:00:00,4454,21374,2885490,1.0446528443121836,3014335.3357343627,
2018-10-19 00:00:00,4455,21379,2886165,1.119703461525099,3231648.941032587,
2018-10-20 00:00:00,4455,21379,2886165,1.046195874634824,3019493.9165154174,
2018-10-21 00:00:00,4456,21384,2886840,1.1075393353615919,3197288.8548952583,
2018-10-22 00:00:00,4457,21389,2887515,1.0723253781378983,3096355.6142538534,
2018-10-23 00:00:00,4457,21389,2887515,1.054633089984541,3045268.866826712,
2018-10-24 00:00:00,4459,21398,2888730,1.0747469957427416,3104653.88901193,
2018-10-25 00:00:00,4459,21398,2888730,1.0936297388273692,3159201.0354427863,
2018-10-26 00:00:00,4462,21413,2890755,1.0608628625088545,3066694.624111784,
2018-10-27 00:00:00,4463,21417,2891295,1.102119397233866,3186552.3026252906,
2018-10-28 00:00:00,4464,21422,2891970,1.114295053286889,3222507.865254084,
2018-10-29 00:00:00,4467,21437,2893995,1.1206159010213843,3243056.814476381,
2018-10-30 00:00:00,4468,21441,2894535,1.078423163666472,3121533.592043332,
2018-10-31 00:00:00,4468,21441,2894535,1.074645713675827,3110599.6308346596,
2018-11-01 00:00:00,4468,21441,2894535,1.0642205819706394,3080423.7222343846,
2018-11-02 00:00:00,4469,21446,2895210,1.0384912899069536,3006650.3674515113,
2018-11-03 00:00:00,4469,21446,2895210,1.0715416865423573,3102338.206294298,
2018-11-04 00:00:00,4469,21446,2895210,1.040347367736298,3012024.1025438076,
2018-11-05 00:00:00,4469,21446,2895210,1.0456798669575145,3027462.8076140657,
2018-11-06 00:00:00,4470,21451,2895885,1.0764600991208537,3117304.6541425935,
2018-11-07 00:00:00,4470,21451,2895885,1.111986247805491,3220184.295226204,
2018-11-08 00:00:00,4471,21456,2896560,1.0623686915718609,3077214.6572593893,
2018-11-09 00:00:00,4472,21461,2897235,1.1121908537769443,3222278.268242445,
2018-11-10 00:00:00,4473,21465,2897775,1.0457083734874415,3030227.5819825707,
2018-11-11 00:00:00,4474,21470,2898450,1.1086494770360829,3213365.0767152347,
2018-11-12 00:00:00,4475,21475,2899125,1.060781747672011,3075338.884219619,
2018-11-13 00:00:00,4475,21475,2899125,1.0945212075854232,3173153.79594109,
2018-11-14 00:00:00,4475,21475,2899125,1.0530455548606716,3052910.6942354445,
2018-11-15 00:00:00,4475,21475,2899125,1.1112864659670811,3221758.375646814,
2018-11-16 00:00:00,4476,21480,2899800,1.1129223006288878,3227252.0873636487,
2018-11-17 00:00:00,4476,21480,2899800,1.0571388741446377,3065491.3072446203,
2018-11-18 00:00:00,4477,21485,2900475,1.0848270727817269,3146513.803926579,
2018-11-19 00:00:00,4478,21489,2901015,1.0985881709419303,3187020.762725104,
2018-11-20 00:00:00,4479,21494,2901690,1.084443335584463,3146718.3824320803,
2018-11-21 00:00:00,4479,21494,2901690,1.0757235211053393,3121416.183956152,
2018-11-22 00:00:00,4480,21499,2902365,1.1143599871720533,3234279.4241686165,
2018-11-23 00:00:00,4481,21504,2903040,1.0627149709927497,3085104.069390792,
2018-11-24 00:00:00,4481,21504,2903040,1.0345847890122997,3003441.0258942666,
2018-11-25 00:00:00,4481,21504,2903040,1.0538168401371293,3059272.439591692,
2018-11-26 00:00:00,4482,21509,2903715,1.1092679174246576,3220997.8908447395,
2018-11-27 00:00:00,4482,21509,2903715,1.1207138076208434,3254233.493895757,
2018-11-28 00:00:00,4483,21513,2904255,1.0809466688175955,3139344.767646846,
2018-11-29 00:00:00,4483,21513,2904255,1.100793823228033,3196985.9650791306,
2018-11-30 00:00:00,4483,21513,2904255,1.0972096388298986,3186576.5796199273,
2018-12-01 00:00:00,4485,21523,2905605,1.1057993362065397,3213016.0802784027,
2018-12-02 00:00:00,4485,21523,2905605,1.0799504094897403,3137909.309565437,
2018-12-03 00:00:00,4486,21528,2906280,1.1154859707836728,3241914.5671691727,
2018-12-04 00:00:00,4488,21537,2907495,1.038514756005863,3019476.4605132667,
2018-12-05 00:00:00,4488,21537,2907495,1.115461350744555,3243198.29998304,
2018-12-06 00:00:00,4489,21542,2908170,1.0502043938858403,3054172.9121669843,
2018-12-07 00:00:00,4489,21542,2908170,1.0947747588474912,3183791.110437508,
2018-12-08 00:00:00,4489,21542,2908170,1.0590220662296894,3079816.202347196,
2018-12-09 00:00:00,4490,21547,2908845,1.1136171793595235,3239339.764094053,
2018-12-10 00:00:00,4490,21547,2908845,1.1081649315666318,3223480.020362939,
2018-12-11 00:00:00,4490,21547,2908845,1.0924780890330956,3177849.426893475,
2018-12-12 00:00:00,4490,21547,2908845,1.0976023561614119,3192755.1257083425,
2018-12-13 00:00:00,4491,21552,2909520,1.122273372791229,3265276.8236035365,
2018-12-14 00:00:00,4491,21552,2909520,1.0867427007873314,3161899.6227947567,
2018-12-15 00:00:00,4492,21557,2910195,1.0603002377341209,3085680.4503526497,
2018-12-16 00:00:00,4492,21557,2910195,1.0366596603126756,3016881.7601436474,
2018-12-17 00:00:00,4493,21561,2910735,1.0723437021342923,3121308.3458318594,
2018-12-18 00:00:00,4494,21566,2911410,1.078240898905419,3139201.335482226,
2018-12-19 00:00:00,4494,21566,2911410,1.1120251327790724,3237561.091824319,
2018-12-20 00:00:00,4495,21571,2912085,1.0371330764068638,3020219.674808282,
2018-12-21 00:00:00,4496,21576,2912760,1.0857357562279233,3162487.681310446,
2018-12-22 00:00:00,4497,21581,2913435,1.0407295781193715,3032097.978428211,
2018-12-23 00:00:00,4499,21590,2914650,1.0557025288061683,3077003.3755848985,
2018-12-24 00:00:00,4499,21590,2914650,1.1120488526259178,3241233.1883061314,
2018-12-25 00:00:00,4499,21590,2914650,1.058320259984239,3084633.145763062,
2018-12-26 00:00:00,4499,21590,2914650,1.117236914368031,3256354.5724627813,
2018-12-27 00:00:00,4500,21595,2915325,1.1096925344501092,3235114.3879957646,
2018-12-28 00:00:00,4500,21595,2915325,1.0901245685518397,3178067.407813392,
2018-12-29 00:00:00,4500,21595,2915325,1.0753579388235253,3135017.8830006933,
2018-12-30 00:00:00,4501,21600,2916000,1.075239366859937,3135397.993763576,
2018-12-31 00:00:00,4502,21605,2916675,1.1134454275125485,3247558.4422901627,
