,Date,connection,population,actual_limit,factor,consumption
2113,2018-10-19 00:00:00,4455,21379,2886165,1.119703461525099,3231648
2114,2018-10-20 00:00:00,4455,21379,2886165,1.046195874634824,3019493
2115,2018-10-21 00:00:00,4456,21384,2886840,1.107539335361592,3197288
2116,2018-10-22 00:00:00,4457,21389,2887515,1.0723253781378983,3096355
2117,2018-10-23 00:00:00,4457,21389,2887515,1.054633089984541,3045268
2118,2018-10-24 00:00:00,4459,21398,2888730,1.0747469957427416,3104653
2119,2018-10-25 00:00:00,4459,21398,2888730,1.0936297388273692,3159201
2120,2018-10-26 00:00:00,4462,21413,2890755,1.0608628625088543,3066694
2121,2018-10-27 00:00:00,4463,21417,2891295,1.102119397233866,3186552
2122,2018-10-28 00:00:00,4464,21422,2891970,1.114295053286889,3222507
2123,2018-10-29 00:00:00,4467,21437,2893995,1.1206159010213843,3243056
2124,2018-10-30 00:00:00,4468,21441,2894535,1.078423163666472,3121533
2125,2018-10-31 00:00:00,4468,21441,2894535,1.074645713675827,3110599
2126,2018-11-01 00:00:00,4468,21441,2894535,1.0642205819706394,3080423
2127,2018-11-02 00:00:00,4469,21446,2895210,1.0384912899069536,3006650
2128,2018-11-03 00:00:00,4469,21446,2895210,1.0715416865423573,3102338
2129,2018-11-04 00:00:00,4469,21446,2895210,1.040347367736298,3012024
2130,2018-11-05 00:00:00,4469,21446,2895210,1.0456798669575145,3027462
2131,2018-11-06 00:00:00,4470,21451,2895885,1.0764600991208535,3117304
2132,2018-11-07 00:00:00,4470,21451,2895885,1.111986247805491,3220184
2133,2018-11-08 00:00:00,4471,21456,2896560,1.0623686915718609,3077214
2134,2018-11-09 00:00:00,4472,21461,2897235,1.1121908537769445,3222278
2135,2018-11-10 00:00:00,4473,21465,2897775,1.0457083734874415,3030227
2136,2018-11-11 00:00:00,4474,21470,2898450,1.1086494770360829,3213365
2137,2018-11-12 00:00:00,4475,21475,2899125,1.060781747672011,3075338
2138,2018-11-13 00:00:00,4475,21475,2899125,1.0945212075854232,3173153
2139,2018-11-14 00:00:00,4475,21475,2899125,1.0530455548606716,3052910
2140,2018-11-15 00:00:00,4475,21475,2899125,1.1112864659670811,3221758
2141,2018-11-16 00:00:00,4476,21480,2899800,1.1129223006288878,3227252
2142,2018-11-17 00:00:00,4476,21480,2899800,1.0571388741446377,3065491
2143,2018-11-18 00:00:00,4477,21485,2900475,1.0848270727817269,3146513
2144,2018-11-19 00:00:00,4478,21489,2901015,1.0985881709419305,3187020
2145,2018-11-20 00:00:00,4479,21494,2901690,1.084443335584463,3146718
2146,2018-11-21 00:00:00,4479,21494,2901690,1.0757235211053393,3121416
2147,2018-11-22 00:00:00,4480,21499,2902365,1.114359987172053,3234279
2148,2018-11-23 00:00:00,4481,21504,2903040,1.0627149709927497,3085104
2149,2018-11-24 00:00:00,4481,21504,2903040,1.0345847890122997,3003441
2150,2018-11-25 00:00:00,4481,21504,2903040,1.0538168401371293,3059272
2151,2018-11-26 00:00:00,4482,21509,2903715,1.1092679174246576,3220997
2152,2018-11-27 00:00:00,4482,21509,2903715,1.1207138076208434,3254233
2153,2018-11-28 00:00:00,4483,21513,2904255,1.0809466688175955,3139344
2154,2018-11-29 00:00:00,4483,21513,2904255,1.100793823228033,3196985
2155,2018-11-30 00:00:00,4483,21513,2904255,1.0972096388298986,3186576
2156,2018-12-01 00:00:00,4485,21523,2905605,1.1057993362065397,3213016
2157,2018-12-02 00:00:00,4485,21523,2905605,1.0799504094897403,3137909
2158,2018-12-03 00:00:00,4486,21528,2906280,1.1154859707836728,3241914
2159,2018-12-04 00:00:00,4488,21537,2907495,1.038514756005863,3019476
2160,2018-12-05 00:00:00,4488,21537,2907495,1.115461350744555,3243198
2161,2018-12-06 00:00:00,4489,21542,2908170,1.0502043938858403,3054172
2162,2018-12-07 00:00:00,4489,21542,2908170,1.0947747588474912,3183791
2163,2018-12-08 00:00:00,4489,21542,2908170,1.0590220662296894,3079816
2164,2018-12-09 00:00:00,4490,21547,2908845,1.1136171793595235,3239339
2165,2018-12-10 00:00:00,4490,21547,2908845,1.1081649315666318,3223480
2166,2018-12-11 00:00:00,4490,21547,2908845,1.0924780890330956,3177849
2167,2018-12-12 00:00:00,4490,21547,2908845,1.097602356161412,3192755
2168,2018-12-13 00:00:00,4491,21552,2909520,1.122273372791229,3265276
2169,2018-12-14 00:00:00,4491,21552,2909520,1.0867427007873314,3161899
2170,2018-12-15 00:00:00,4492,21557,2910195,1.0603002377341209,3085680
2171,2018-12-16 00:00:00,4492,21557,2910195,1.0366596603126756,3016881
2172,2018-12-17 00:00:00,4493,21561,2910735,1.0723437021342923,3121308
2173,2018-12-18 00:00:00,4494,21566,2911410,1.078240898905419,3139201
2174,2018-12-19 00:00:00,4494,21566,2911410,1.1120251327790724,3237561
2175,2018-12-20 00:00:00,4495,21571,2912085,1.0371330764068638,3020219
2176,2018-12-21 00:00:00,4496,21576,2912760,1.0857357562279233,3162487
2177,2018-12-22 00:00:00,4497,21581,2913435,1.0407295781193715,3032097
2178,2018-12-23 00:00:00,4499,21590,2914650,1.0557025288061683,3077003
2179,2018-12-24 00:00:00,4499,21590,2914650,1.1120488526259178,3241233
2180,2018-12-25 00:00:00,4499,21590,2914650,1.058320259984239,3084633
2181,2018-12-26 00:00:00,4499,21590,2914650,1.117236914368031,3256354
2182,2018-12-27 00:00:00,4500,21595,2915325,1.1096925344501092,3235114
2183,2018-12-28 00:00:00,4500,21595,2915325,1.0901245685518397,3178067
2184,2018-12-29 00:00:00,4500,21595,2915325,1.0753579388235253,3135017
2185,2018-12-30 00:00:00,4501,21600,2916000,1.075239366859937,3135397
2186,2018-12-31 00:00:00,4502,21605,2916675,1.1134454275125485,3247558
2187,2019-01-01 00:00:00,4502,21605,2916675,1.1605168943271904,3384850
2188,2019-01-02 00:00:00,4502,21605,2916675,1.1278108557072284,3289457
2189,2019-01-03 00:00:00,4503,21609,2917215,1.1977728114108022,3494160
2190,2019-01-04 00:00:00,4503,21609,2917215,1.115652571794393,3254598
2191,2019-01-05 00:00:00,4504,21614,2917890,1.1729569961861526,3422559
2192,2019-01-06 00:00:00,4504,21614,2917890,1.1453814996192049,3342097
2193,2019-01-07 00:00:00,4504,21614,2917890,1.136603196579308,3316483
2194,2019-01-08 00:00:00,4506,21624,2919240,1.18669997290463,3464262
2195,2019-01-09 00:00:00,4506,21624,2919240,1.1885621352813294,3469698
2196,2019-01-10 00:00:00,4507,21629,2919915,1.2024210035705236,3510967
2197,2019-01-11 00:00:00,4508,21633,2920455,1.1781342635571668,3440688
2198,2019-01-12 00:00:00,4509,21638,2921130,1.1889830750476853,3473174
2199,2019-01-13 00:00:00,4509,21638,2921130,1.1840291449561582,3458703
2200,2019-01-14 00:00:00,4511,21648,2922480,1.1625024825352015,3397390
2201,2019-01-15 00:00:00,4512,21653,2923155,1.2028896334887038,3516232
2202,2019-01-16 00:00:00,4512,21653,2923155,1.122070455270751,3279985
2203,2019-01-17 00:00:00,4512,21653,2923155,1.1456737799324226,3348982
2204,2019-01-18 00:00:00,4512,21653,2923155,1.1377997046401052,3325964
2205,2019-01-19 00:00:00,4513,21657,2923695,1.1275385981773347,3296578
2206,2019-01-20 00:00:00,4514,21662,2924370,1.197450230652657,3501787
2207,2019-01-21 00:00:00,4514,21662,2924370,1.132560800899758,3312026
2208,2019-01-22 00:00:00,4515,21667,2925045,1.1478657256987934,3357558
2209,2019-01-23 00:00:00,4515,21667,2925045,1.1559683460535206,3381259
2210,2019-01-24 00:00:00,4515,21667,2925045,1.1720259518836298,3428228
2211,2019-01-25 00:00:00,4515,21667,2925045,1.1184978544466264,3271656
2212,2019-01-26 00:00:00,4516,21672,2925720,1.1871514671813466,3473272
2213,2019-01-27 00:00:00,4516,21672,2925720,1.1246157042504918,3290310
2214,2019-01-28 00:00:00,4517,21677,2926395,1.1391546284605814,3333616
2215,2019-01-29 00:00:00,4518,21681,2926935,1.1232795391087826,3287766
2216,2019-01-30 00:00:00,4520,21691,2928285,1.143080518988091,3347265
2217,2019-01-31 00:00:00,4522,21701,2929635,1.167167455518352,3419374
2218,2019-02-01 00:00:00,4522,21701,2929635,1.1416552815142789,3344633
2219,2019-02-02 00:00:00,4522,21701,2929635,1.1939066021827964,3497710
2220,2019-02-03 00:00:00,4524,21710,2930850,1.168862539898962,3425760
2221,2019-02-04 00:00:00,4524,21710,2930850,1.1284424496881007,3307295
2222,2019-02-05 00:00:00,4524,21710,2930850,1.1361101294700202,3329768
2223,2019-02-06 00:00:00,4525,21715,2931525,1.1576983319861105,3393821
2224,2019-02-07 00:00:00,4526,21720,2932200,1.132729729228843,3321390
2225,2019-02-08 00:00:00,4526,21720,2932200,1.1890508371361768,3486534
2226,2019-02-09 00:00:00,4527,21725,2932875,1.1543070138407237,3385438
2227,2019-02-10 00:00:00,4528,21729,2933415,1.1807228173452065,3463550
2228,2019-02-11 00:00:00,4529,21734,2934090,1.1861905242255726,3480389
2229,2019-02-12 00:00:00,4530,21739,2934765,1.1964235365905325,3511221
2230,2019-02-13 00:00:00,4530,21739,2934765,1.1221755512223286,3293321
2231,2019-02-14 00:00:00,4531,21744,2935440,1.2032927986133155,3532193
2232,2019-02-15 00:00:00,4531,21744,2935440,1.1885725886595837,3488983
2233,2019-02-16 00:00:00,4531,21744,2935440,1.2040577922050844,3534439
2234,2019-02-17 00:00:00,4535,21763,2938005,1.1167645133643005,3281059
2235,2019-02-18 00:00:00,4536,21768,2938680,1.1496738035868228,3378523
2236,2019-02-19 00:00:00,4536,21768,2938680,1.1257096124425328,3308100
2237,2019-02-20 00:00:00,4536,21768,2938680,1.1517524888153257,3384632
2238,2019-02-21 00:00:00,4537,21773,2939355,1.1249697607192166,3306685
2239,2019-02-22 00:00:00,4537,21773,2939355,1.1345043962453971,3334711
2240,2019-02-23 00:00:00,4537,21773,2939355,1.1784795982131262,3463969
2241,2019-02-24 00:00:00,4538,21777,2939895,1.1253502536078974,3308411
2242,2019-02-25 00:00:00,4539,21782,2940570,1.1668565718932458,3431223
2243,2019-02-26 00:00:00,4539,21782,2940570,1.1781794248079085,3464519
2244,2019-02-27 00:00:00,4540,21787,2941245,1.1610493226498786,3414930
2245,2019-02-28 00:00:00,4540,21787,2941245,1.1955040859069936,3516270
2246,2019-03-01 00:00:00,4542,21797,2942595,1.174583046297711,3456322
2247,2019-03-02 00:00:00,4542,21797,2942595,1.1299715923759166,3325048
2248,2019-03-03 00:00:00,4542,21797,2942595,1.164766246125808,3427435
2249,2019-03-04 00:00:00,4544,21806,2943810,1.1629374017917915,3423466
2250,2019-03-05 00:00:00,4545,21811,2944485,1.1971883227698554,3525103
2251,2019-03-06 00:00:00,4546,21816,2945160,1.1956373461541543,3521343
2252,2019-03-07 00:00:00,4547,21821,2945835,1.171522650984363,3451112
2253,2019-03-08 00:00:00,4547,21821,2945835,1.1370798359519338,3349649
2254,2019-03-09 00:00:00,4547,21821,2945835,1.1806783349803518,3478083
2255,2019-03-10 00:00:00,4547,21821,2945835,1.1943756949791824,3518433
2256,2019-03-11 00:00:00,4547,21821,2945835,1.1734135622280828,3456682
2257,2019-03-12 00:00:00,4548,21825,2946375,1.1225865927853391,3307561
2258,2019-03-13 00:00:00,4549,21830,2947050,1.181925153516212,3483192
2259,2019-03-14 00:00:00,4549,21830,2947050,1.1330351192874153,3339111
2260,2019-03-15 00:00:00,4550,21835,2947725,1.1895582370128774,3506490
2261,2019-03-16 00:00:00,4550,21835,2947725,1.186684060188387,3498018
2262,2019-03-17 00:00:00,4550,21835,2947725,1.1445822615239096,3373913
2263,2019-03-18 00:00:00,4551,21840,2948400,1.1715888681807631,3454312
2264,2019-03-19 00:00:00,4552,21845,2949075,1.1257977912353223,3320062
2265,2019-03-20 00:00:00,4553,21849,2949615,1.1876566041103291,3503129
2266,2019-03-21 00:00:00,4553,21849,2949615,1.1512562282068588,3395762
2267,2019-03-22 00:00:00,4554,21854,2950290,1.1595446826212732,3420993
2268,2019-03-23 00:00:00,4555,21859,2950965,1.1383780942887054,3359313
2269,2019-03-24 00:00:00,4555,21859,2950965,1.1174649920035624,3297600
2270,2019-03-25 00:00:00,4557,21869,2952315,1.1933687614505382,3523200
2271,2019-03-26 00:00:00,4559,21878,2953530,1.2030886743065206,3553358
2272,2019-03-27 00:00:00,4561,21888,2954880,1.1792896199511715,3484659
2273,2019-03-28 00:00:00,4562,21893,2955555,1.1844554175674964,3500723
2274,2019-03-29 00:00:00,4563,21897,2956095,1.1815822412127874,3492869
2275,2019-03-30 00:00:00,4564,21902,2956770,1.1342471969607717,3353708
2276,2019-03-31 00:00:00,4564,21902,2956770,1.1291805145324203,3338727
2277,2019-04-01 00:00:00,4565,21907,2957445,1.1628939582622468,3439194
2278,2019-04-02 00:00:00,4565,21907,2957445,1.1188959868026362,3309073
2279,2019-04-03 00:00:00,4566,21912,2958120,1.137860140760767,3365926
2280,2019-04-04 00:00:00,4566,21912,2958120,1.1571128225879896,3422878
2281,2019-04-05 00:00:00,4566,21912,2958120,1.1878259743373516,3513731
2282,2019-04-06 00:00:00,4567,21917,2958795,1.1620618524605786,3438302
2283,2019-04-07 00:00:00,4567,21917,2958795,1.117336705394525,3305970
2284,2019-04-08 00:00:00,4568,21921,2959335,1.141474679973884,3378005
2285,2019-04-09 00:00:00,4568,21921,2959335,1.1899338088700042,3521412
2286,2019-04-10 00:00:00,4568,21921,2959335,1.183544866823513,3502505
2287,2019-04-11 00:00:00,4569,21926,2960010,1.1863872196584706,3511718
2288,2019-04-12 00:00:00,4569,21926,2960010,1.1157067240240195,3302503
2289,2019-04-13 00:00:00,4570,21931,2960685,1.1766423160204138,3483667
2290,2019-04-14 00:00:00,4571,21936,2961360,1.1917401540550172,3529171
2291,2019-04-15 00:00:00,4571,21936,2961360,1.146825089463763,3396161
2292,2019-04-16 00:00:00,4571,21936,2961360,1.127769922878265,3339732
2293,2019-04-17 00:00:00,4572,21941,2962035,1.127916573954389,3340928
2294,2019-04-18 00:00:00,4572,21941,2962035,1.169614693055253,3464439
2295,2019-04-19 00:00:00,4572,21941,2962035,1.1411149605768065,3380022
2296,2019-04-20 00:00:00,4572,21941,2962035,1.1782919154086546,3490141
2297,2019-04-21 00:00:00,4573,21945,2962575,1.1215604332198374,3322706
2298,2019-04-22 00:00:00,4574,21950,2963250,1.1577204482005972,3430615
2299,2019-04-23 00:00:00,4574,21950,2963250,1.1834270601964887,3506790
2300,2019-04-24 00:00:00,4575,21955,2963925,1.170223384050184,3468454
2301,2019-04-25 00:00:00,4575,21955,2963925,1.1819012573184544,3503066
2302,2019-04-26 00:00:00,4577,21965,2965275,1.1866313042495251,3518688
2303,2019-04-27 00:00:00,4577,21965,2965275,1.1561805914123864,3428393
2304,2019-04-28 00:00:00,4577,21965,2965275,1.1727942889891123,3477657
2305,2019-04-29 00:00:00,4579,21974,2966490,1.1439621067400214,3393552
2306,2019-04-30 00:00:00,4580,21979,2967165,1.137605491127116,3375463
2307,2019-05-01 00:00:00,4580,21979,2967165,1.1720852756919709,3477770
2308,2019-05-02 00:00:00,4580,21979,2967165,1.1689623487624023,3468504
2309,2019-05-03 00:00:00,4581,21984,2967840,1.2259860052569518,3638530
2310,2019-05-04 00:00:00,4581,21984,2967840,1.2235803426419078,3631390
2311,2019-05-05 00:00:00,4581,21984,2967840,1.225301328263382,3636498
2312,2019-05-06 00:00:00,4582,21989,2968515,1.217578213261214,3614399
2313,2019-05-07 00:00:00,4582,21989,2968515,1.2080065600766308,3585985
2314,2019-05-08 00:00:00,4583,21993,2969055,1.231612038448763,3656723
2315,2019-05-09 00:00:00,4584,21998,2969730,1.1816266315091568,3509112
2316,2019-05-10 00:00:00,4584,21998,2969730,1.1912948602961348,3537824
2317,2019-05-11 00:00:00,4585,22003,2970405,1.192454452343871,3542072
2318,2019-05-12 00:00:00,4585,22003,2970405,1.2213651452173646,3627949
2319,2019-05-13 00:00:00,4586,22008,2971080,1.2156050446458926,3611659
2320,2019-05-14 00:00:00,4586,22008,2971080,1.2402657228689955,3684928
2321,2019-05-15 00:00:00,4587,22013,2971755,1.2036566217639602,3576972
2322,2019-05-16 00:00:00,4587,22013,2971755,1.2317098881976127,3660340
2323,2019-05-17 00:00:00,4588,22017,2972295,1.1892500159575785,3534801
2324,2019-05-18 00:00:00,4588,22017,2972295,1.2222440560687082,3632869
2325,2019-05-19 00:00:00,4590,22027,2973645,1.2195486484423967,3626504
2326,2019-05-20 00:00:00,4590,22027,2973645,1.2067662758448665,3588494
2327,2019-05-21 00:00:00,4591,22032,2974320,1.1952052324118894,3554922
2328,2019-05-22 00:00:00,4591,22032,2974320,1.159020354459406,3447297
2329,2019-05-23 00:00:00,4592,22037,2974995,1.1899833288790869,3540194
2330,2019-05-24 00:00:00,4592,22037,2974995,1.1797163817799263,3509650
2331,2019-05-25 00:00:00,4592,22037,2974995,1.222675460469286,3637453
2332,2019-05-26 00:00:00,4593,22041,2975535,1.214170964081147,3612808
2333,2019-05-27 00:00:00,4593,22041,2975535,1.2219620838229417,3635990
2334,2019-05-28 00:00:00,4593,22041,2975535,1.189157544033665,3538379
2335,2019-05-29 00:00:00,4594,22046,2976210,1.2188961687410669,3627690
2336,2019-05-30 00:00:00,4595,22051,2976885,1.19207872701594,3548681
2337,2019-05-31 00:00:00,4595,22051,2976885,1.1760185436590005,3500871
2338,2019-06-01 00:00:00,4596,22056,2977560,1.221340199363112,3636613
2339,2019-06-02 00:00:00,4597,22061,2978235,1.161942565204344,3460538
2340,2019-06-03 00:00:00,4598,22065,2978775,1.1746506014435705,3499019
2341,2019-06-04 00:00:00,4599,22070,2979450,1.192034599963917,3551607
2342,2019-06-05 00:00:00,4599,22070,2979450,1.1766109996982752,3505653
2343,2019-06-06 00:00:00,4602,22084,2981340,1.2280377299112808,3661198
2344,2019-06-07 00:00:00,4602,22084,2981340,1.1870546107910718,3539013
2345,2019-06-08 00:00:00,4602,22084,2981340,1.191191051050294,3551345
2346,2019-06-09 00:00:00,4602,22084,2981340,1.1802524604394156,3518733
2347,2019-06-10 00:00:00,4603,22089,2982015,1.1819375718737335,3524555
2348,2019-06-11 00:00:00,4604,22094,2982690,1.238025187890275,3692645
2349,2019-06-12 00:00:00,4604,22094,2982690,1.1845619081553402,3533180
2350,2019-06-13 00:00:00,4604,22094,2982690,1.175781176204935,3506990
2351,2019-06-14 00:00:00,4604,22094,2982690,1.1675922007323636,3482565
2352,2019-06-15 00:00:00,4605,22099,2983365,1.1905182884184249,3551750
2353,2019-06-16 00:00:00,4606,22104,2984040,1.2144921681937204,3624093
2354,2019-06-17 00:00:00,4607,22108,2984580,1.2369529647437936,3691785
2355,2019-06-18 00:00:00,4609,22118,2985930,1.2165762353182223,3632611
2356,2019-06-19 00:00:00,4611,22128,2987280,1.2378016901157494,3697660
2357,2019-06-20 00:00:00,4611,22128,2987280,1.2174811372252656,3636957
2358,2019-06-21 00:00:00,4611,22128,2987280,1.2438026388739447,3715586
2359,2019-06-22 00:00:00,4611,22128,2987280,1.1665094030993548,3484690
2360,2019-06-23 00:00:00,4613,22137,2988495,1.1552842949529272,3452561
2361,2019-06-24 00:00:00,4613,22137,2988495,1.1565049634880715,3456209
2362,2019-06-25 00:00:00,4613,22137,2988495,1.2288222353856375,3672329
2363,2019-06-26 00:00:00,4614,22142,2989170,1.2001115479241853,3587337
2364,2019-06-27 00:00:00,4614,22142,2989170,1.185932362835413,3544953
2365,2019-06-28 00:00:00,4615,22147,2989845,1.15977908699929,3467559
2366,2019-06-29 00:00:00,4615,22147,2989845,1.214520790771839,3631228
2367,2019-06-30 00:00:00,4616,22152,2990520,1.1943819825417794,3571823
2368,2019-07-01 00:00:00,4617,22156,2991060,1.1750579336621372,3514668
2369,2019-07-02 00:00:00,4618,22161,2991735,1.1826472347642614,3538167
2370,2019-07-03 00:00:00,4619,22166,2992410,1.1770214416120466,3522130
2371,2019-07-04 00:00:00,4620,22171,2993085,1.215859500252633,3639170
2372,2019-07-05 00:00:00,4620,22171,2993085,1.2258435030827164,3669053
2373,2019-07-06 00:00:00,4621,22176,2993760,1.2212465515761652,3656119
2374,2019-07-07 00:00:00,4621,22176,2993760,1.163765190020801,3484033
2375,2019-07-08 00:00:00,4624,22190,2995650,1.1959258293352928,3582575
2376,2019-07-09 00:00:00,4625,22195,2996325,1.1652032923796267,3491327
2377,2019-07-10 00:00:00,4625,22195,2996325,1.1955791741035802,3582343
2378,2019-07-11 00:00:00,4626,22200,2997000,1.2273494847745354,3678366
2379,2019-07-12 00:00:00,4626,22200,2997000,1.160729542508263,3478706
2380,2019-07-13 00:00:00,4626,22200,2997000,1.2117530611072465,3631623
2381,2019-07-14 00:00:00,4627,22204,2997540,1.18025229195528,3537853
2382,2019-07-15 00:00:00,4628,22209,2998215,1.188574076252533,3563600
2383,2019-07-16 00:00:00,4628,22209,2998215,1.1840640125505622,3550078
2384,2019-07-17 00:00:00,4628,22209,2998215,1.1835375549929037,3548500
2385,2019-07-18 00:00:00,4629,22214,2998890,1.1581168713832264,3473065
2386,2019-07-19 00:00:00,4629,22214,2998890,1.1681994104769025,3503301
2387,2019-07-20 00:00:00,4630,22219,2999565,1.198249418098441,3594227
2388,2019-07-21 00:00:00,4630,22219,2999565,1.1555206047590307,3466059
2389,2019-07-22 00:00:00,4630,22219,2999565,1.1782616561581858,3534272
2390,2019-07-23 00:00:00,4630,22219,2999565,1.1852280919831943,3555168
2391,2019-07-24 00:00:00,4631,22224,3000240,1.2098702514950164,3629901
2392,2019-07-25 00:00:00,4633,22233,3001455,1.2236661398132689,3672778
2393,2019-07-26 00:00:00,4635,22243,3002805,1.174570381497586,3527005
2394,2019-07-27 00:00:00,4635,22243,3002805,1.2117431517477522,3638628
2395,2019-07-28 00:00:00,4635,22243,3002805,1.18860321781455,3569143
2396,2019-07-29 00:00:00,4637,22252,3004020,1.1845043388287937,3558274
2397,2019-07-30 00:00:00,4637,22252,3004020,1.20932728646653,3632843
2398,2019-07-31 00:00:00,4638,22257,3004695,1.157334103743146,3477435
2399,2019-08-01 00:00:00,4638,22257,3004695,1.2000423535202085,3605761
2400,2019-08-02 00:00:00,4639,22262,3005370,1.1677053239165809,3509386
2401,2019-08-03 00:00:00,4640,22267,3006045,1.216907695068692,3658079
2402,2019-08-04 00:00:00,4640,22267,3006045,1.1831546422804806,3556616
2403,2019-08-05 00:00:00,4642,22276,3007260,1.2079081789031971,3632493
2404,2019-08-06 00:00:00,4642,22276,3007260,1.2230944525009573,3678163
2405,2019-08-07 00:00:00,4644,22286,3008610,1.1637491042980102,3501267
2406,2019-08-08 00:00:00,4644,22286,3008610,1.2159938467179103,3658451
2407,2019-08-09 00:00:00,4645,22291,3009285,1.1564150680622338,3479982
2408,2019-08-10 00:00:00,4646,22296,3009960,1.241048029425316,3735504
2409,2019-08-11 00:00:00,4647,22300,3010500,1.2181018887665984,3667095
2410,2019-08-12 00:00:00,4647,22300,3010500,1.2107116234120583,3644847
2411,2019-08-13 00:00:00,4648,22305,3011175,1.2117460531121498,3648779
2412,2019-08-14 00:00:00,4649,22310,3011850,1.2408636399626198,3737295
2413,2019-08-15 00:00:00,4649,22310,3011850,1.209196586648548,3641918
2414,2019-08-16 00:00:00,4649,22310,3011850,1.2002493698123906,3614971
2415,2019-08-17 00:00:00,4651,22320,3013200,1.2162512323265455,3664808
2416,2019-08-18 00:00:00,4651,22320,3013200,1.157797067973808,3488674
2417,2019-08-19 00:00:00,4651,22320,3013200,1.175163519576682,3541002
2418,2019-08-20 00:00:00,4652,22324,3013740,1.222928187934052,3685587
2419,2019-08-21 00:00:00,4652,22324,3013740,1.2100988716943142,3646923
2420,2019-08-22 00:00:00,4654,22334,3015090,1.2036210216718997,3629025
2421,2019-08-23 00:00:00,4654,22334,3015090,1.2091992373131568,3645844
2422,2019-08-24 00:00:00,4654,22334,3015090,1.1824532669314742,3565203
2423,2019-08-25 00:00:00,4655,22339,3015765,1.2211675324387214,3682754
2424,2019-08-26 00:00:00,4656,22344,3016440,1.2437737036133447,3751768
2425,2019-08-27 00:00:00,4657,22348,3016980,1.1624617496474308,3507123
2426,2019-08-28 00:00:00,4657,22348,3016980,1.237144172603679,3732439
2427,2019-08-29 00:00:00,4658,22353,3017655,1.2202508490630255,3682296
2428,2019-08-30 00:00:00,4658,22353,3017655,1.163596360570889,3511332
2429,2019-08-31 00:00:00,4658,22353,3017655,1.130701656409062,3412067
2430,2019-09-01 00:00:00,4659,22358,3018330,1.119597150270075,3379313
2431,2019-09-02 00:00:00,4660,22363,3019005,1.061973262798868,3206102
2432,2019-09-03 00:00:00,4660,22363,3019005,1.0864061157302507,3279865
2433,2019-09-04 00:00:00,4661,22368,3019680,1.1294390870483575,3410544
2434,2019-09-05 00:00:00,4662,22372,3020220,1.105203671153742,3337958
2435,2019-09-06 00:00:00,4662,22372,3020220,1.087513438587179,3284529
2436,2019-09-07 00:00:00,4662,22372,3020220,1.0963503962433625,3311219
2437,2019-09-08 00:00:00,4662,22372,3020220,1.1326564796261025,3420871
2438,2019-09-09 00:00:00,4663,22377,3020895,1.0640757757303445,3214461
2439,2019-09-10 00:00:00,4663,22377,3020895,1.1050035614695797,3338099
2440,2019-09-11 00:00:00,4664,22382,3021570,1.124972359989303,3399182
2441,2019-09-12 00:00:00,4665,22387,3022245,1.070643080901149,3235745
2442,2019-09-13 00:00:00,4667,22396,3023460,1.0726085256120428,3242988
2443,2019-09-14 00:00:00,4668,22401,3024135,1.0605275169495652,3207178
2444,2019-09-15 00:00:00,4670,22411,3025485,1.118571164668294,3384220
2445,2019-09-16 00:00:00,4670,22411,3025485,1.1116339979102754,3363231
2446,2019-09-17 00:00:00,4670,22411,3025485,1.0505268528799876,3178353
2447,2019-09-18 00:00:00,4671,22416,3026160,1.0854204224465112,3284655
2448,2019-09-19 00:00:00,4673,22425,3027375,1.0618742329194508,3214691
2449,2019-09-20 00:00:00,4673,22425,3027375,1.1239287198322052,3402553
2450,2019-09-21 00:00:00,4674,22430,3028050,1.128168997696224,3416152
2451,2019-09-22 00:00:00,4674,22430,3028050,1.0875088982800387,3293031
2452,2019-09-23 00:00:00,4675,22435,3028725,1.0999450105920847,3331430
2453,2019-09-24 00:00:00,4677,22444,3029940,1.0627549439594852,3220083
2454,2019-09-25 00:00:00,4677,22444,3029940,1.0477055213108095,3174484
2455,2019-09-26 00:00:00,4678,22449,3030615,1.1153100682938897,3380075
2456,2019-09-27 00:00:00,4679,22454,3031290,1.0467471649258249,3172994
2457,2019-09-28 00:00:00,4680,22459,3031965,1.0977132202439843,3328228
2458,2019-09-29 00:00:00,4680,22459,3031965,1.0820030545741346,3280595
2459,2019-09-30 00:00:00,4681,22464,3032640,1.1056714583040663,3353103
2460,2019-10-01 00:00:00,4681,22464,3032640,1.0491005333344834,3181544
2461,2019-10-02 00:00:00,4682,22468,3033180,1.0968010126033922,3326794
2462,2019-10-03 00:00:00,4682,22468,3033180,1.0476265930031794,3177640
2463,2019-10-04 00:00:00,4682,22468,3033180,1.0903888654568743,3307345
2464,2019-10-05 00:00:00,4682,22468,3033180,1.0437413773256596,3165855
2465,2019-10-06 00:00:00,4682,22468,3033180,1.112171289632386,3373415
2466,2019-10-07 00:00:00,4683,22473,3033855,1.09969197610774,3336306
2467,2019-10-08 00:00:00,4684,22478,3034530,1.0599435223907083,3216430
2468,2019-10-09 00:00:00,4685,22483,3035205,1.0878948720274777,3301983
2469,2019-10-10 00:00:00,4685,22483,3035205,1.072925182787861,3256547
2470,2019-10-11 00:00:00,4685,22483,3035205,1.0553553058369811,3203219
2471,2019-10-12 00:00:00,4685,22483,3035205,1.1171128208447405,3390666
2472,2019-10-13 00:00:00,4686,22488,3035880,1.0635496916943177,3228809
